machine_id,machine_type,plant,line,age_years,criticality,timestamp,shift,machine_status,load_pct,temperature_c,vibration_mm_s,humidity_pct,pressure_bar,energy_kwh,failure_mode,anomaly_flag,downtime_risk,maintenance_required,predicted_rul_hours,health_score
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:14:00,C,Idle,21.0,55.43,17.64,53.39,2.53,2.57,None,0,0,0,639.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:19:00,C,Idle,10.9,50.4,22.09,44.34,2.56,2.34,None,0,0,0,606.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:24:00,C,Running,62.8,61.64,25.15,44.57,3.03,2.53,None,0,0,0,585.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:29:00,C,Running,74.8,58.52,30.79,48.06,3.04,2.38,None,0,0,0,625.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:34:00,C,Running,60.4,57.0,23.63,35.75,2.8,2.41,None,0,0,0,583.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:39:00,C,Running,87.5,59.17,18.84,43.67,2.94,3.21,None,0,0,0,635.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:44:00,C,Running,60.3,64.54,18.83,45.39,2.56,3.59,None,0,0,0,616.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:49:00,C,Running,91.1,70.49,16.76,49.04,2.81,3.17,None,0,0,0,609.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:54:00,C,Running,57.3,63.31,23.96,45.51,2.57,2.14,None,0,0,0,621.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 04:59:00,C,Running,58.7,67.53,23.64,61.75,2.28,2.33,None,0,0,0,635.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:04:00,C,Running,69.0,65.82,20.61,31.72,2.18,2.42,None,0,0,0,642.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:09:00,C,Running,98.2,77.2,17.87,36.34,2.81,1.71,None,0,0,0,618.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:14:00,C,Idle,15.2,61.66,17.56,36.58,2.39,2.77,None,0,0,0,631.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:19:00,C,Running,76.1,67.65,30.17,42.1,3.04,3.18,None,0,0,0,632.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:24:00,C,Running,81.1,62.15,20.64,46.83,2.4,3.02,None,0,0,0,625.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:29:00,C,Idle,9.0,52.25,24.87,38.44,2.61,1.5,None,0,0,0,610.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:34:00,C,Running,73.3,55.86,32.27,50.25,2.73,3.19,None,0,0,0,641.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:39:00,C,Idle,24.0,44.97,25.72,42.82,2.69,2.33,None,0,0,0,624.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:44:00,C,Running,82.8,70.86,23.81,37.69,2.95,3.11,None,0,0,0,613.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:49:00,C,Idle,10.0,45.34,16.56,47.01,2.22,2.1,None,0,0,0,670.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:54:00,C,Running,79.0,60.84,37.19,37.64,2.59,2.74,Bearing Wear,0,0,0,592.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 05:59:00,C,Running,60.3,53.55,17.67,36.61,2.23,2.93,None,0,0,0,612.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:04:00,A,Running,61.0,63.84,22.6,48.91,2.9,2.41,None,0,0,0,613.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:09:00,A,Idle,16.2,49.95,17.43,49.2,2.42,2.27,None,0,0,0,592.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:14:00,A,Running,74.5,57.45,18.9,45.32,2.98,2.34,None,0,0,0,623.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:19:00,A,Running,66.8,61.39,22.06,45.27,2.54,3.42,None,0,0,0,580.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:24:00,A,Running,84.5,68.0,24.42,39.7,2.39,3.28,None,0,0,0,623.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:29:00,A,Running,52.5,45.63,25.67,42.38,2.86,3.3,None,0,0,0,639.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:34:00,A,Running,61.8,59.25,21.77,35.47,2.5,3.15,None,0,0,0,606.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:39:00,A,Running,78.8,61.8,20.98,41.12,2.46,2.62,None,0,0,0,621.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:44:00,A,Running,82.5,67.29,16.74,32.5,2.75,2.78,None,0,0,0,628.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:49:00,A,Running,60.0,69.76,23.89,51.89,2.23,2.53,None,0,0,0,618.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:54:00,A,Running,67.0,58.71,18.5,42.39,2.81,2.75,None,0,0,0,657.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 06:59:00,A,Running,89.4,65.23,27.17,47.51,2.93,2.88,None,0,0,0,612.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:04:00,A,Running,74.2,64.99,27.07,34.34,2.5,3.41,None,0,0,0,616.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:09:00,A,Idle,19.9,66.15,20.99,35.98,2.5,2.33,None,0,0,0,641.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:14:00,A,Running,65.7,54.71,25.99,36.48,2.57,3.77,None,0,0,0,599.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:19:00,A,Running,66.8,51.66,21.9,21.67,2.82,3.01,None,0,0,0,601.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:24:00,A,Idle,12.1,58.66,23.47,42.12,2.69,2.69,None,0,0,0,636.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:29:00,A,Running,76.0,54.75,27.48,39.34,2.41,2.72,None,0,0,0,627.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:34:00,A,Running,66.6,64.05,22.18,39.96,2.51,3.25,None,0,0,0,607.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:39:00,A,Running,58.7,56.74,27.37,44.74,2.54,2.8,None,0,0,0,630.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:44:00,A,Idle,24.0,58.15,18.07,46.38,2.31,1.96,None,0,0,0,609.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:49:00,A,Running,73.7,55.15,25.12,38.74,2.53,3.04,None,0,0,0,672.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:54:00,A,Running,71.4,58.88,16.44,51.95,2.88,2.81,None,0,0,0,643.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 07:59:00,A,Running,66.1,58.16,24.34,41.73,2.24,2.54,None,0,0,0,603.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:04:00,A,Running,46.8,59.03,30.56,42.83,2.6,2.78,None,0,0,0,621.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:09:00,A,Running,72.2,62.65,25.14,34.13,2.55,3.24,None,0,0,0,623.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:14:00,A,Running,57.7,65.23,20.38,36.57,2.15,2.14,None,0,0,0,656.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:19:00,A,Running,64.6,68.32,21.25,39.81,2.62,2.43,None,0,0,0,637.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:24:00,A,Running,62.4,46.84,24.84,44.38,2.82,2.39,None,0,0,0,674.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:29:00,A,Idle,22.3,56.26,26.86,47.61,2.49,3.75,None,0,0,0,643.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:34:00,A,Running,60.6,50.96,22.66,42.99,2.74,2.53,None,0,0,0,611.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:39:00,A,Idle,12.2,55.69,20.66,38.58,2.47,2.61,None,0,0,0,569.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:44:00,A,Running,58.7,60.89,16.6,39.81,2.63,1.98,None,0,0,0,650.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:49:00,A,Running,76.7,70.34,24.87,29.27,2.54,3.24,None,0,0,0,590.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:54:00,A,Running,78.8,60.05,24.65,38.02,2.58,2.85,None,0,0,0,655.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 08:59:00,A,Running,90.9,61.63,30.72,41.09,2.66,3.83,None,0,0,0,601.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:04:00,A,Running,65.9,57.41,22.67,30.76,2.92,2.55,None,0,0,0,647.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:09:00,A,Idle,19.9,58.2,18.07,29.84,2.2,2.07,None,0,0,0,639.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:14:00,A,Running,70.7,67.48,23.46,46.13,2.47,2.24,None,0,0,0,667.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:19:00,A,Running,69.0,53.19,23.34,46.6,2.97,2.81,None,0,0,0,621.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:24:00,A,Running,87.5,60.49,22.33,53.6,2.95,3.06,None,0,0,0,590.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:29:00,A,Running,78.9,69.0,27.97,43.41,2.86,3.0,None,0,0,0,622.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:34:00,A,Running,85.9,72.46,17.13,44.37,2.67,2.55,None,0,0,0,607.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:39:00,A,Running,50.0,54.89,22.3,28.83,2.39,1.91,None,0,0,0,629.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:44:00,A,Running,71.0,62.67,22.54,33.27,2.85,2.07,None,0,0,0,632.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:49:00,A,Running,48.0,63.61,30.57,33.17,2.67,2.65,None,0,0,0,602.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:54:00,A,Running,78.7,57.61,22.48,40.69,2.67,3.01,None,0,0,0,627.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 09:59:00,A,Running,49.6,64.02,21.88,41.73,2.56,2.51,None,0,0,0,618.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:04:00,A,Running,61.6,61.66,19.48,41.93,3.03,2.56,None,0,0,0,559.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:09:00,A,Running,68.0,58.43,22.62,48.63,2.23,3.19,None,0,0,0,622.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:14:00,A,Running,80.0,56.28,27.83,44.4,3.12,3.6,None,0,0,0,618.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:19:00,A,Running,69.3,58.16,17.35,31.62,2.74,3.44,None,0,0,0,628.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:24:00,A,Running,57.7,58.87,26.07,47.78,2.54,2.46,None,0,0,0,627.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:29:00,A,Running,61.8,59.52,25.02,45.31,2.56,3.59,None,0,0,0,618.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:34:00,A,Idle,5.0,61.16,19.11,39.84,2.6,1.35,None,0,0,0,639.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:39:00,A,Running,77.0,60.83,29.56,29.28,2.53,3.18,None,0,0,0,582.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:44:00,A,Running,74.1,63.72,20.2,47.66,3.01,2.6,None,0,0,0,667.8,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:49:00,A,Running,85.9,54.72,30.3,45.16,2.65,3.51,None,0,0,0,599.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:54:00,A,Running,69.8,56.15,21.69,35.7,2.56,3.22,None,0,0,0,644.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 10:59:00,A,Idle,28.3,56.01,23.74,38.34,2.94,2.07,None,0,0,0,660.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:04:00,A,Running,83.7,72.22,25.78,47.51,2.68,3.86,None,0,0,0,623.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:09:00,A,Idle,21.9,58.79,26.54,63.22,2.75,2.28,Humidity Exposure,0,0,0,605.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:14:00,A,Idle,17.2,50.64,14.0,45.9,2.44,2.61,None,0,0,0,652.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:19:00,A,Running,59.1,64.01,27.29,39.86,2.19,2.89,None,0,0,0,661.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:24:00,A,Idle,23.6,59.71,21.89,40.57,2.53,3.35,None,0,0,0,632.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:29:00,A,Running,66.9,56.16,21.19,29.91,2.45,2.52,None,0,0,0,631.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:34:00,A,Running,78.7,69.06,20.85,32.96,2.64,2.89,None,0,0,0,622.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:39:00,A,Running,61.0,50.51,21.98,41.22,2.87,3.18,None,0,0,0,651.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:44:00,A,Running,83.8,62.72,25.93,42.67,2.77,3.19,None,0,0,0,647.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:49:00,A,Running,97.1,71.2,20.89,46.43,2.42,3.28,None,0,0,0,622.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:54:00,A,Running,51.2,62.42,23.61,30.94,2.49,2.3,None,0,0,0,624.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 11:59:00,A,Running,53.0,53.42,25.66,44.56,2.6,2.96,None,0,0,0,648.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:04:00,A,Running,68.2,62.98,22.95,35.25,2.85,3.2,None,0,0,0,618.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:09:00,A,Running,63.3,62.41,24.0,31.84,2.5,3.16,None,0,0,0,603.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:14:00,A,Running,71.6,54.11,25.38,54.66,2.17,2.91,None,0,0,0,628.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:19:00,A,Running,63.5,63.03,28.5,40.75,2.94,2.65,None,0,0,0,628.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:24:00,A,Running,60.5,65.63,22.25,31.38,3.14,2.75,None,0,0,0,616.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:29:00,A,Running,89.7,68.77,29.78,52.07,2.98,3.34,None,0,0,0,617.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:34:00,A,Running,84.5,58.06,29.84,57.4,2.81,3.47,None,0,0,0,615.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:39:00,A,Running,53.7,62.42,22.79,41.21,2.93,5.01,Electrical Overload,0,0,0,682.4,92.5
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:44:00,A,Running,76.7,60.61,27.03,46.77,2.5,3.03,None,0,0,0,612.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:49:00,A,Running,66.1,59.41,23.51,39.41,2.73,3.22,None,0,0,0,599.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:54:00,A,Running,60.7,58.23,25.81,46.03,2.42,2.01,None,0,0,0,603.7,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 12:59:00,A,Idle,30.0,57.73,18.15,31.24,2.24,2.05,None,0,0,0,594.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:04:00,A,Running,58.1,66.57,22.2,51.06,3.06,2.92,None,0,0,0,618.6,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:09:00,A,Running,73.6,66.17,21.41,53.52,2.77,2.44,None,0,0,0,606.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:14:00,A,Idle,5.0,55.13,18.4,53.28,2.5,1.62,None,0,0,0,612.2,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:19:00,A,Idle,30.4,62.28,18.31,32.34,2.36,1.97,None,0,0,0,600.9,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:24:00,A,Running,36.9,55.02,22.42,40.85,2.03,2.92,None,0,0,0,627.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:29:00,A,Idle,22.9,55.17,19.02,40.93,2.32,2.49,None,0,0,0,678.4,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:34:00,A,Running,58.8,57.63,21.95,58.36,2.64,3.65,None,0,0,0,611.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:39:00,A,Idle,16.8,44.79,28.38,50.8,1.19,2.44,Pressure Leak,0,0,0,542.6,81.7
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:44:00,A,Running,81.6,63.77,27.73,30.41,3.0,3.39,None,0,0,0,592.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:49:00,A,Running,70.3,67.13,26.17,39.33,2.59,2.51,None,0,0,0,631.3,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:54:00,A,Running,54.8,51.33,23.03,41.55,2.88,2.77,None,0,0,0,616.5,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 13:59:00,A,Running,78.0,57.78,25.69,44.46,2.69,3.08,None,0,0,0,634.0,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 14:04:00,B,Idle,30.8,51.66,19.24,43.66,2.99,2.63,None,0,0,0,660.1,92.6
MCH-0001,RobotArm,Pune,Line A,6.2,Medium,2026-06-04 14:09:00,B,Idle,14.8,48.34,21.26,51.0,2.46,1.89,None,0,0,0,630.0,92.6
